Clothing ID,Title,Review Text,Rating,Recommendation_Text,Clean_Text
999,Love it!,"Stunning! i got about 6 compliments the day i wore it. 2 different men i barely know said ""you're really rocking that outfit."" 

i wish they made this in petite as the xs is slightly big (i'm 5'3"" 106 lbs) but i kept it anyway since i'm both a little underweight right now and also since i was able to roll the top so that it was an appropriate length to wear with flats. 

i paired with a denim shirt- perfection.",5,"Love it! Stunning! i got about 6 compliments the day i wore it. 2 different men i barely know said ""you're really rocking that outfit."" 

i wish they made this in petite as the xs is slightly big (i'm 5'3"" 106 lbs) but i kept it anyway since i'm both a little underweight right now and also since i was able to roll the top so that it was an appropriate length to wear with flats. 

i paired with a denim shirt- perfection.",love stunning got compliment day wore different men barely know said youre really rocking outfit wish made petite x slightly big im lb kept anyway since im little underweight right also since able roll top appropriate length wear flat paired denim shirt perfection
302,Cute top,This top is very cute but runs large. i am a 32b and i had to take the xsmall. the back of the bathing suit only has one slot for closing it up so you can't adjust it.,5,Cute top This top is very cute but runs large. i am a 32b and i had to take the xsmall. the back of the bathing suit only has one slot for closing it up so you can't adjust it.,cute top top cute run large b take xsmall back bathing suit one slot closing cant adjust
781,Great fit casual wear,"These are nice dusty rose pants. they have a great textured design on them. they will look nice with a plain white tee or chambray shirt for brunch! i will say they are not soft like sweatpants, definitely feel like a poly-blend but the look makes up for it. the material is a little on the thin side and they are not lined....but not see-through either.",5,"Great fit casual wear These are nice dusty rose pants. they have a great textured design on them. they will look nice with a plain white tee or chambray shirt for brunch! i will say they are not soft like sweatpants, definitely feel like a poly-blend but the look makes up for it. the material is a little on the thin side and they are not lined....but not see-through either.",great fit casual wear nice dusty rose pant great textured design look nice plain white tee chambray shirt brunch say soft like sweatpants definitely feel like polyblend look make material little thin side linedbut seethrough either
505,,These little shorts have become my favorite. they are so sweet and feminine and very comfortable. the fabric washes very well,4, These little shorts have become my favorite. they are so sweet and feminine and very comfortable. the fabric washes very well,little short become favorite sweet feminine comfortable fabric wash well
374,A zip-up jacket with a little extra style,"Like the other reviewer mentioned, this jacket has a very trim fit, so size up if you want any extra wiggle room or are not a fan of snug clothing. i liked the warm neutral color and the gathered ruched detail up the front. ultimately i did not buy it due to the sleeves being a bit long and the style more body-hugging than what i was looking for. but it is comfortable and a nice twist on a classic.",4,"A zip-up jacket with a little extra style Like the other reviewer mentioned, this jacket has a very trim fit, so size up if you want any extra wiggle room or are not a fan of snug clothing. i liked the warm neutral color and the gathered ruched detail up the front. ultimately i did not buy it due to the sleeves being a bit long and the style more body-hugging than what i was looking for. but it is comfortable and a nice twist on a classic.",zipup jacket little extra style like reviewer mentioned jacket trim fit size want extra wiggle room fan snug clothing liked warm neutral color gathered ruched detail front ultimately buy due sleeve bit long style bodyhugging looking comfortable nice twist classic
153,,"I wanted to love these, but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute, but unfortunately must go back for me.",3," I wanted to love these, but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute, but unfortunately must go back for me.",wanted love theyre tight around top leg normal size couldnt get knee top isnt stretchyit string keep expanding cute unfortunately must go back
906,,The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,4, The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,perfect cardigan transitional season live southern vermont already tell cardigan heavy rotation summer fall spring winter transition time cute back detailing give break common cardigan great quality im lb got small petite perfect want slightly loose swimming
285,,"It seemed to stay in place and did not require constant readjustment. however, i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.",1," It seemed to stay in place and did not require constant readjustment. however, i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.",seemed stay place require constant readjustment however found band extremely small tight comfortable bra way band press skin
933,Comfy & gorgeous,"I've only worn the sweater a handful of times, but i'm already in love with how soft and comfortable it is. it's a bit on the baggier side, but that doesn't stop it from looking great. i've gotten complements on it every time i've worn it. i would highly recommend it to people who don't like the typical scratchy/itchy textiles.",5,"Comfy & gorgeous I've only worn the sweater a handful of times, but i'm already in love with how soft and comfortable it is. it's a bit on the baggier side, but that doesn't stop it from looking great. i've gotten complements on it every time i've worn it. i would highly recommend it to people who don't like the typical scratchy/itchy textiles.",comfy gorgeous ive worn sweater handful time im already love soft comfortable bit baggier side doesnt stop looking great ive gotten complement every time ive worn would highly recommend people dont like typical scratchyitchy textile
506,,"I was very pleased with this purchase. lovely print, good fit, and silky fabric.",5," I was very pleased with this purchase. lovely print, good fit, and silky fabric.",pleased purchase lovely print good fit silky fabric
412,Yasss,"This bra is the one. i have been searching high and low to replace my worn out comfy bra, and this is it. if you are looking for a wireless bra with thin straps that can peek out from your shirt and not announce themselves as hello bra straps, a v-neck cut (none of that scoop cut nonsense), and you don't care about trying to boost your cleavage, this bra has it all. so comfy too.",5,"Yasss This bra is the one. i have been searching high and low to replace my worn out comfy bra, and this is it. if you are looking for a wireless bra with thin straps that can peek out from your shirt and not announce themselves as hello bra straps, a v-neck cut (none of that scoop cut nonsense), and you don't care about trying to boost your cleavage, this bra has it all. so comfy too.",yasss bra one searching high low replace worn comfy bra looking wireless bra thin strap peek shirt announce hello bra strap vneck cut none scoop cut nonsense dont care trying boost cleavage bra comfy
546,Great shorts!,"These shorts are beautiful and the fabric is used is so soft. i wore them to the beach and they were very comfortable for walking around in all day. my only concern was that the shorts run large in my opinion. they have a tie string, which ended up working out, but i was hoping it would fit more like the model. i am 5' 4'' with a 24-25'' waist and ordered an xs. i usually wear petites, but i have bought xs shorts in regular sizes and they have always fit. i do still recommend these shorts, as th",4,"Great shorts! These shorts are beautiful and the fabric is used is so soft. i wore them to the beach and they were very comfortable for walking around in all day. my only concern was that the shorts run large in my opinion. they have a tie string, which ended up working out, but i was hoping it would fit more like the model. i am 5' 4'' with a 24-25'' waist and ordered an xs. i usually wear petites, but i have bought xs shorts in regular sizes and they have always fit. i do still recommend these shorts, as th",great short short beautiful fabric used soft wore beach comfortable walking around day concern short run large opinion tie string ended working hoping would fit like model waist ordered x usually wear petite bought x short regular size always fit still recommend short th
380,Fits amazing,"This is the first one piece swimsuit i've owned since i was a toddler. i'm 5'3"" and 120 lbs 34b bust with short torso and athletic built legs...so i wasn't sure how this would fit. was i ever surprised!! i bought the size small in the mint chevron pattern. the material is substantial but not overly thick. it is double layered and the cups are padded for extra coverage. it was a little tight to pull on but after having it on it conformed to my curves like it was cut to fit them. the top offers an",5,"Fits amazing This is the first one piece swimsuit i've owned since i was a toddler. i'm 5'3"" and 120 lbs 34b bust with short torso and athletic built legs...so i wasn't sure how this would fit. was i ever surprised!! i bought the size small in the mint chevron pattern. the material is substantial but not overly thick. it is double layered and the cups are padded for extra coverage. it was a little tight to pull on but after having it on it conformed to my curves like it was cut to fit them. the top offers an",fit amazing first one piece swimsuit ive owned since toddler im lb b bust short torso athletic built legsso wasnt sure would fit ever surprised bought size small mint chevron pattern material substantial overly thick double layered cup padded extra coverage little tight pull conformed curve like cut fit top offer
543,,"These run a tiny bit large, but i'm still keeping them. they are so soft and comfortable!",5," These run a tiny bit large, but i'm still keeping them. they are so soft and comfortable!",run tiny bit large im still keeping soft comfortable
1043,Love love love!,This caught my eye straight away and it hasn't disappointed on either. really unique and i imagine it will suit many different occasions. high quality and slimming vertical stripes too.,5,Love love love! This caught my eye straight away and it hasn't disappointed on either. really unique and i imagine it will suit many different occasions. high quality and slimming vertical stripes too.,love love love caught eye straight away hasnt disappointed either really unique imagine suit many different occasion high quality slimming vertical stripe
787,Soft and cozy,These pants are very soft and comfortable.  great for lounging around the house and for sleeping.,5,Soft and cozy These pants are very soft and comfortable.  great for lounging around the house and for sleeping.,soft cozy pant soft comfortable great lounging around house sleeping
512,Cute and sweet,Ordered my regular size s early this week and was thrilled to receive them yesterday. they fit just as expected and are quite comfortable. i would definitely recommend them as a nice alternative to pajamas or even as a slip.,5,Cute and sweet Ordered my regular size s early this week and was thrilled to receive them yesterday. they fit just as expected and are quite comfortable. i would definitely recommend them as a nice alternative to pajamas or even as a slip.,cute sweet ordered regular size early week thrilled receive yesterday fit expected quite comfortable would definitely recommend nice alternative pajama even slip
422,Cute and so soft,Great for lounging or running errands. can be dressed up or down. i found them to run at least a size large though.,4,Cute and so soft Great for lounging or running errands. can be dressed up or down. i found them to run at least a size large though.,cute soft great lounging running errand dressed found run least size large though
931,Adorable and easy to combine w/bottoms,"I love this sweater. my only worry is that i'll constantly be catching the little loops on things and getting it all messed up. i haven't been able to wear it out yet, so we'll see! i'll just have to be careful :)",4,"Adorable and easy to combine w/bottoms I love this sweater. my only worry is that i'll constantly be catching the little loops on things and getting it all messed up. i haven't been able to wear it out yet, so we'll see! i'll just have to be careful :)",adorable easy combine wbottoms love sweater worry ill constantly catching little loop thing getting messed havent able wear yet well see ill careful
883,Love !!,Love this & so cute to have t-shirt with additional details. usually get medium size in blouses but liked the fit of the large better.,5,Love !! Love this & so cute to have t-shirt with additional details. usually get medium size in blouses but liked the fit of the large better.,love love cute tshirt additional detail usually get medium size blouse liked fit large better
458,"Comfortable, soft, flattering lounge pants",I bought these in the navy stripe and they're soft and comfortable. i'm between a small and a medium and the medium works here -- i could not have worn a small in these. the narrow stripes make the pants flattering and the drape is lovely. i wish they had pockets but i guess i can't have everything!,4,"Comfortable, soft, flattering lounge pants I bought these in the navy stripe and they're soft and comfortable. i'm between a small and a medium and the medium works here -- i could not have worn a small in these. the narrow stripes make the pants flattering and the drape is lovely. i wish they had pockets but i guess i can't have everything!",comfortable soft flattering lounge pant bought navy stripe theyre soft comfortable im small medium medium work could worn small narrow stripe make pant flattering drape lovely wish pocket guess cant everything
986,"Super-thin fabric, but really pretty","The fabric is so thin, i think this entire garment might actually fit in a normal-sized letter envelope. the problem is not going to be that the garment is see-through (which it is) - it's the fact that the super thin fabric is not silky, it's cotton-ey, and i suspect it will get ""stuck"" against the back of my shirt/pants while i'm wearing it and not drape nicely. i wonder if some tiny weights could be sewn to the bottom hem to keep it laying properly.....

however, i'm such a sucker for a pre",4,"Super-thin fabric, but really pretty The fabric is so thin, i think this entire garment might actually fit in a normal-sized letter envelope. the problem is not going to be that the garment is see-through (which it is) - it's the fact that the super thin fabric is not silky, it's cotton-ey, and i suspect it will get ""stuck"" against the back of my shirt/pants while i'm wearing it and not drape nicely. i wonder if some tiny weights could be sewn to the bottom hem to keep it laying properly.....

however, i'm such a sucker for a pre",superthin fabric really pretty fabric thin think entire garment might actually fit normalsized letter envelope problem going garment seethrough fact super thin fabric silky cottoney suspect get stuck back shirtpants im wearing drape nicely wonder tiny weight could sewn bottom hem keep laying properly however im sucker pre
1056,,"The petites fit perfect!!  these are so comfortable, i will get much us out of them!",5," The petites fit perfect!!  these are so comfortable, i will get much us out of them!",petite fit perfect comfortable get much u
683,In love!!!,I love this sweatshirt! new favorite! it has a comfy meant to be oversized fit... love the little inspirational quote... and it's the kind of sweatshirt you want to live in! so stinking soft! got lots of compliments at the gym and the pick up line at school!!!,5,In love!!! I love this sweatshirt! new favorite! it has a comfy meant to be oversized fit... love the little inspirational quote... and it's the kind of sweatshirt you want to live in! so stinking soft! got lots of compliments at the gym and the pick up line at school!!!,love love sweatshirt new favorite comfy meant oversized fit love little inspirational quote kind sweatshirt want live stinking soft got lot compliment gym pick line school
959,,Very cute and great fit. i removed the belt (it's removable) for a different look.,5, Very cute and great fit. i removed the belt (it's removable) for a different look.,cute great fit removed belt removable different look
1156,Bottoms,"I love these bottoms. great colors. i also love the feel of the bottoms, very soft. high quality.",5,"Bottoms I love these bottoms. great colors. i also love the feel of the bottoms, very soft. high quality.",bottom love bottom great color also love feel bottom soft high quality
468,Perfect symmetry in lifesaver colors,"Just got these mara hoffman classic bikini bottoms in flight azure print.today and love them: high quality, fully lined and reversible. the pattern placement is perfectly symmetrical and the colors are just like the online photos.
.
i think the size chart on the mara hoffman site is correct for where the bottoms sit on my body, above the widest part. i have a a-shape with smaller waist and hips, full behind and thighs (currently 33-25-37ish, 38"" at the widest which is at my thighs). in these t",5,"Perfect symmetry in lifesaver colors Just got these mara hoffman classic bikini bottoms in flight azure print.today and love them: high quality, fully lined and reversible. the pattern placement is perfectly symmetrical and the colors are just like the online photos.
.
i think the size chart on the mara hoffman site is correct for where the bottoms sit on my body, above the widest part. i have a a-shape with smaller waist and hips, full behind and thighs (currently 33-25-37ish, 38"" at the widest which is at my thighs). in these t",perfect symmetry lifesaver color got mara hoffman classic bikini bottom flight azure printtoday love high quality fully lined reversible pattern placement perfectly symmetrical color like online photo think size chart mara hoffman site correct bottom sit body widest part ashape smaller waist hip full behind thigh currently ish widest thigh
1070,,"I loved this on the mannequin and assumed it would look terrible on me. i tried it on anyway and was delightfully surprised. i tried a small and it was too roomy in the top so i opted for the extra small. i'm 5'6"" and 130 lbs, (27 in jeans, 34a). my booty definitely fills it out but the rest of the fit is similar to the model. it is hard to get on and off but if you tie a looser bow before slipping it over your head it's much easier to get back on and you can tighten it up again fairly easily. f",4," I loved this on the mannequin and assumed it would look terrible on me. i tried it on anyway and was delightfully surprised. i tried a small and it was too roomy in the top so i opted for the extra small. i'm 5'6"" and 130 lbs, (27 in jeans, 34a). my booty definitely fills it out but the rest of the fit is similar to the model. it is hard to get on and off but if you tie a looser bow before slipping it over your head it's much easier to get back on and you can tighten it up again fairly easily. f",loved mannequin assumed would look terrible tried anyway delightfully surprised tried small roomy top opted extra small im lb jean booty definitely fill rest fit similar model hard get tie looser bow slipping head much easier get back tighten fairly easily f
955,Too smalllllll,"High quality, and worth full price.... but way too small. also a bit short in the torso.",4,"Too smalllllll High quality, and worth full price.... but way too small. also a bit short in the torso.",smalllllll high quality worth full price way small also bit short torso
797,One the fence,"I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose, and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price, i will probably return it. it's not worth the 300 price tag.",3,"One the fence I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose, and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price, i will probably return it. it's not worth the 300 price tag.",one fence fence one length great hit right knee overall larger hoping waist pretty loose really tightly tie back get good shoulder fit bottom voluminous making look wide wish petite size price probably return worth price tag
929,Barely covered my bum,Not a tunic unless the model pictured is 5'1. barely covered my backside and not as advertised. design on top is interesting and the fabric is soft so it's a good buy if 50% off or more.,2,Barely covered my bum Not a tunic unless the model pictured is 5'1. barely covered my backside and not as advertised. design on top is interesting and the fabric is soft so it's a good buy if 50% off or more.,barely covered bum tunic unless model pictured barely covered backside advertised design top interesting fabric soft good buy
652,Runs small and short waisted,"I'm writing this to warn others that these run small. i ordered my usual small and then because of the elastic waist i also ordered the medium. neither size fit me. even the medium was not only too tight in the elastic to be worn at the hip as shown, but too short waisted to be worn at the waist. they are generally smaller everywhere, which just seems wrong in this style pant. also, take note, these are slit up the side, which i could not see in the photo. it's not a high slit, but still, does c",3,"Runs small and short waisted I'm writing this to warn others that these run small. i ordered my usual small and then because of the elastic waist i also ordered the medium. neither size fit me. even the medium was not only too tight in the elastic to be worn at the hip as shown, but too short waisted to be worn at the waist. they are generally smaller everywhere, which just seems wrong in this style pant. also, take note, these are slit up the side, which i could not see in the photo. it's not a high slit, but still, does c",run small short waisted im writing warn others run small ordered usual small elastic waist also ordered medium neither size fit even medium tight elastic worn hip shown short waisted worn waist generally smaller everywhere seems wrong style pant also take note slit side could see photo high slit still c
1147,Way too big/colors off,"Finally received this in the mail today and was very disappointed. i am swimming in the xs (5'4"", 110lbs). the colors are much more vibrant that shown in the pics - the green is a bright kelly green, the red is much more red than rust colored, etc. and it's a sweater coat! for the price i was expecting it to be lined and higher quality. i don't doubt that it will be warm, but can't justify the price. it's going back to the store.",2,"Way too big/colors off Finally received this in the mail today and was very disappointed. i am swimming in the xs (5'4"", 110lbs). the colors are much more vibrant that shown in the pics - the green is a bright kelly green, the red is much more red than rust colored, etc. and it's a sweater coat! for the price i was expecting it to be lined and higher quality. i don't doubt that it will be warm, but can't justify the price. it's going back to the store.",way bigcolors finally received mail today disappointed swimming x lb color much vibrant shown pic green bright kelly green red much red rust colored etc sweater coat price expecting lined higher quality dont doubt warm cant justify price going back store
1031,,"Beautiful thick sturdy denim. probably the best denim i own in terms of the material. the cut can be awkward as it can be tight across the thighs and hips and kinda makes my butt flat. however i love the wash and quality of the material and at a sales price, totally worth it.",3," Beautiful thick sturdy denim. probably the best denim i own in terms of the material. the cut can be awkward as it can be tight across the thighs and hips and kinda makes my butt flat. however i love the wash and quality of the material and at a sales price, totally worth it.",beautiful thick sturdy denim probably best denim term material cut awkward tight across thigh hip kinda make butt flat however love wash quality material sale price totally worth
433,Beautiful print,"I bought these shorts in my usual size small (4-6) 38"" around hips/butt. they are a little loose in the butt and hips but i like them that way, especially given the drapey fabric they're made out of. the print is gorgeous, especially at the waistband. you need a cropped top or you need to tuck in your shirt to show it off. the red is a true bright red but beautiful. the waistband has a functional drawstring. i suspect they will need careful washing and line drying. i would not put these in a dry",5,"Beautiful print I bought these shorts in my usual size small (4-6) 38"" around hips/butt. they are a little loose in the butt and hips but i like them that way, especially given the drapey fabric they're made out of. the print is gorgeous, especially at the waistband. you need a cropped top or you need to tuck in your shirt to show it off. the red is a true bright red but beautiful. the waistband has a functional drawstring. i suspect they will need careful washing and line drying. i would not put these in a dry",beautiful print bought short usual size small around hipsbutt little loose butt hip like way especially given drapey fabric theyre made print gorgeous especially waistband need cropped top need tuck shirt show red true bright red beautiful waistband functional drawstring suspect need careful washing line drying would put dry
813,Cute and comfy,Really love it - soft and nice quality - only complaint is the straps are too long for a normal sized torso. the front drapes below my breasts at the tightest /smallest setting.,4,Cute and comfy Really love it - soft and nice quality - only complaint is the straps are too long for a normal sized torso. the front drapes below my breasts at the tightest /smallest setting.,cute comfy really love soft nice quality complaint strap long normal sized torso front drape breast tightest smallest setting
950,Swoon-worthy!,"Once this caught my eye, i couldn't let it go. i kept revisiting it...thinking it was too expensive, probably itchy,
too bulky, a problem if you wanted to eat something.
but the color looked yummy so i finally ordered it....
and i'm so pleased i did! 
the shape is actually easy to wear - it's not chopped. it drapes nicely over my hips and it isn't itchy.
i would not wash the dishes with this sweater on...but you could dress it up with velvet pants for a party or 
more casually with jeans.",5,"Swoon-worthy! Once this caught my eye, i couldn't let it go. i kept revisiting it...thinking it was too expensive, probably itchy,
too bulky, a problem if you wanted to eat something.
but the color looked yummy so i finally ordered it....
and i'm so pleased i did! 
the shape is actually easy to wear - it's not chopped. it drapes nicely over my hips and it isn't itchy.
i would not wash the dishes with this sweater on...but you could dress it up with velvet pants for a party or 
more casually with jeans.",swoonworthy caught eye couldnt let go kept revisiting itthinking expensive probably itchy bulky problem wanted eat something color looked yummy finally ordered im pleased shape actually easy wear chopped drape nicely hip isnt itchy would wash dish sweater onbut could dress velvet pant party casually jean
965,Great everyday jacket,I bought this recently and it is already a go-to piece in my wardrobe. i love it to dress things up for work. it is extremely comfortable and easy to wear.,5,Great everyday jacket I bought this recently and it is already a go-to piece in my wardrobe. i love it to dress things up for work. it is extremely comfortable and easy to wear.,great everyday jacket bought recently already goto piece wardrobe love dress thing work extremely comfortable easy wear
547,Love this top!,"This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4"", 120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",5,"Love this top! This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4"", 120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",love top top beautiful drape like picture gorgeous detail back expect retailer b took size small would say tt tried strapless nude colored bra visible give try wont regret
308,"Great fit, comfortable, flashy","I love this top soooooo much! i love straps and i love tops that will show some of my sports bra in the back, since i tend to buy some that have some strappiness. i love that this top has it all-it is lightweight, and it has some character so it is more attractive than an everyday kind of workout top. it is comfortable, even for classes like body pump where you are constantly moving your arms. i love that the colors are not bold, i am sick of neon!!!!",5,"Great fit, comfortable, flashy I love this top soooooo much! i love straps and i love tops that will show some of my sports bra in the back, since i tend to buy some that have some strappiness. i love that this top has it all-it is lightweight, and it has some character so it is more attractive than an everyday kind of workout top. it is comfortable, even for classes like body pump where you are constantly moving your arms. i love that the colors are not bold, i am sick of neon!!!!",great fit comfortable flashy love top soooooo much love strap love top show sport bra back since tend buy strappiness love top allit lightweight character attractive everyday kind workout top comfortable even class like body pump constantly moving arm love color bold sick neon
464,The perfect suit,"The mara hoffman cross-front one-piece is worth every. single. penny. the colors are vibrant--a perfect compliment for my fair complexion. the cut of the suit is immensely flattering, particularly the definition created at the natural waist. the quality of the suit is impeccable, and i have never felt so confident in such a little number! and guys, it's reversible (inside is a gorgeous royal blue).",5,"The perfect suit The mara hoffman cross-front one-piece is worth every. single. penny. the colors are vibrant--a perfect compliment for my fair complexion. the cut of the suit is immensely flattering, particularly the definition created at the natural waist. the quality of the suit is impeccable, and i have never felt so confident in such a little number! and guys, it's reversible (inside is a gorgeous royal blue).",perfect suit mara hoffman crossfront onepiece worth every single penny color vibranta perfect compliment fair complexion cut suit immensely flattering particularly definition created natural waist quality suit impeccable never felt confident little number guy reversible inside gorgeous royal blue
613,,Great as a beach coverup. i paired it with a slip underneath and a belt and it looks amazing! can't wait to wear it on the beaches of the bahamas soon!,5, Great as a beach coverup. i paired it with a slip underneath and a belt and it looks amazing! can't wait to wear it on the beaches of the bahamas soon!,great beach coverup paired slip underneath belt look amazing cant wait wear beach bahamas soon
1091,Not the usual retailer quality.,"I was disappointed with this dress because it is not the usual retailer quality. the quality of the material is not very good. i've bought boiled wood jackets from this brand before and they're very soft and very well made, hence my disappointment. i agree with the other reviewers in that this dress runs very large and the length is short for a winter dress.",3,"Not the usual retailer quality. I was disappointed with this dress because it is not the usual retailer quality. the quality of the material is not very good. i've bought boiled wood jackets from this brand before and they're very soft and very well made, hence my disappointment. i agree with the other reviewers in that this dress runs very large and the length is short for a winter dress.",usual retailer quality disappointed dress usual retailer quality quality material good ive bought boiled wood jacket brand theyre soft well made hence disappointment agree reviewer dress run large length short winter dress
1195,No thanks,"I tried this dress on in store. i loved it online, but in person....not so much. it looked and felt like a cheap halloween costume. the fabric was bad. really bad.. the mustard color was beautiful.... boo",1,"No thanks I tried this dress on in store. i loved it online, but in person....not so much. it looked and felt like a cheap halloween costume. the fabric was bad. really bad.. the mustard color was beautiful.... boo",thanks tried dress store loved online personnot much looked felt like cheap halloween costume fabric bad really bad mustard color beautiful boo
636,See through,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,1,See through I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,see would really like dress material little thicker really thin see nipple straight dress cant wear bra backless dont understand supposed wear outside house
232,,"I ordered this top in my normal size medium, and it was very large. i am 160 lbs, 36b, size 8 top and 12 bottom. it was so pretty, that i took a chance and reordered it in a small. the small on me fits just like the model in the picture. it's pretty lightweight, but is not see through. it is a very wide v-neck, but i am small on top, so it does not bother me. it's such a comfy yet sexy top!",5," I ordered this top in my normal size medium, and it was very large. i am 160 lbs, 36b, size 8 top and 12 bottom. it was so pretty, that i took a chance and reordered it in a small. the small on me fits just like the model in the picture. it's pretty lightweight, but is not see through. it is a very wide v-neck, but i am small on top, so it does not bother me. it's such a comfy yet sexy top!",ordered top normal size medium large lb b size top bottom pretty took chance reordered small small fit like model picture pretty lightweight see wide vneck small top bother comfy yet sexy top
792,Cute & comfy,"Just bought these today and they are super soft and beautiful. also, 100% cotton (yay! i hate poly)! thought i should mention though that they do shrink in the dryer. so unless you're skinny, you might want to buy a size up or hang them to dry and then put in the dryer on low to fluff.",5,"Cute & comfy Just bought these today and they are super soft and beautiful. also, 100% cotton (yay! i hate poly)! thought i should mention though that they do shrink in the dryer. so unless you're skinny, you might want to buy a size up or hang them to dry and then put in the dryer on low to fluff.",cute comfy bought today super soft beautiful also cotton yay hate poly thought mention though shrink dryer unless youre skinny might want buy size hang dry put dryer low fluff
135,Perfect shorts!,"I absolutely love these shorts! they are the perfect length, too. i have been looking for shorts this length and rise height for years. it's hard to find shorts that aren't super short yet aren't bermuda and are still flattering. i especially recommend these for those that miss wearing shorts because of insecurities with their thighs/mid-section.

rolls are not sewn on both ends, so you'll have to re-roll each wash.

wish you carried these basics at all times.",5,"Perfect shorts! I absolutely love these shorts! they are the perfect length, too. i have been looking for shorts this length and rise height for years. it's hard to find shorts that aren't super short yet aren't bermuda and are still flattering. i especially recommend these for those that miss wearing shorts because of insecurities with their thighs/mid-section.

rolls are not sewn on both ends, so you'll have to re-roll each wash.

wish you carried these basics at all times.",perfect short absolutely love short perfect length looking short length rise height year hard find short arent super short yet arent bermuda still flattering especially recommend miss wearing short insecurity thighsmidsection roll sewn end youll reroll wash wish carried basic time
716,,My new favorite socks! has a grip and doesn't slip off like some of my other liner socks have because this one covers more of your feet. perfect for my low boots.,5, My new favorite socks! has a grip and doesn't slip off like some of my other liner socks have because this one covers more of your feet. perfect for my low boots.,new favorite sock grip doesnt slip like liner sock one cover foot perfect low boot
932,Cute little fox,Lovely foxy sweater. i dressed it down for work but would look fantastic with a pretty skirt too!,5,Cute little fox Lovely foxy sweater. i dressed it down for work but would look fantastic with a pretty skirt too!,cute little fox lovely foxy sweater dressed work would look fantastic pretty skirt
1063,A bit thin,"Material is a little think and they run a bit long like many other retailer pants. otherwise, a great deal if you get them on sale.",3,"A bit thin Material is a little think and they run a bit long like many other retailer pants. otherwise, a great deal if you get them on sale.",bit thin material little think run bit long like many retailer pant otherwise great deal get sale
460,Great summer staple,"Love this romper. fits perfectly, and looks like the picture. i'm 5 ft 7, 125 lbs, and usually am a size 4 or small. i ordered a small, and it fits beautifully. i've worn this a lot this summer in florida, and am getting a lot of compliments. don't be put of by the long sleeves for summer wear- the romper is loose enough and has a nice flow to it.",5,"Great summer staple Love this romper. fits perfectly, and looks like the picture. i'm 5 ft 7, 125 lbs, and usually am a size 4 or small. i ordered a small, and it fits beautifully. i've worn this a lot this summer in florida, and am getting a lot of compliments. don't be put of by the long sleeves for summer wear- the romper is loose enough and has a nice flow to it.",great summer staple love romper fit perfectly look like picture im ft lb usually size small ordered small fit beautifully ive worn lot summer florida getting lot compliment dont put long sleeve summer wear romper loose enough nice flow
